AvgSpotLen	BioSample	Experiment	MBases	MBytes	Run	SRA_Sample	Sample_Name	cell_type	genotype	source_name	time_point	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	background_strain	tissue
75	SAMN07967623	SRX3353656	1432	936	SRR6246661	SRS2652843	GSM2837931	CD4+ T cell	wildtype	TH1,0hr,in vitro	0hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967622	SRX3353657	1680	1159	SRR6246662	SRS2652844	GSM2837932	CD4+ T cell	wildtype	TH1,2hr,in vitro	2hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967621	SRX3353658	1119	751	SRR6246663	SRS2652846	GSM2837933	CD4+ T cell	wildtype	TH1,2hr,in vitro	2hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967621	SRX3353658	1414	919	SRR6246664	SRS2652846	GSM2837933	CD4+ T cell	wildtype	TH1,2hr,in vitro	2hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967620	SRX3353659	1459	1012	SRR6246665	SRS2652845	GSM2837934	CD4+ T cell	wildtype	TH1,6hr,in vitro	6hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967576	SRX3353660	1250	850	SRR6246666	SRS2652847	GSM2837935	CD4+ T cell	wildtype	TH1,6hr,in vitro	6hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967576	SRX3353660	1670	1094	SRR6246667	SRS2652847	GSM2837935	CD4+ T cell	wildtype	TH1,6hr,in vitro	6hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
80	SAMN07967575	SRX3353661	1496	640	SRR6246668	SRS2652848	GSM2837936	CD4+ T cell	wildtype	TH17,0.5hr,in vitro	0.5hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
80	SAMN07967574	SRX3353662	1205	514	SRR6246669	SRS2652849	GSM2837937	CD4+ T cell	wildtype	TH17,0.5hr,in vitro	0.5hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
80	SAMN07967573	SRX3353663	1300	554	SRR6246670	SRS2652850	GSM2837938	CD4+ T cell	wildtype	TH17,0.5hr,in vitro	0.5hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
80	SAMN07967572	SRX3353664	1797	741	SRR6246671	SRS2652851	GSM2837939	CD4+ T cell	wildtype	TH17,0.5hr,in vitro	0.5hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
80	SAMN07967571	SRX3353665	1611	668	SRR6246672	SRS2652852	GSM2837940	CD4+ T cell	wildtype	TH17,0.5hr,in vitro	0.5hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
80	SAMN07967570	SRX3353666	1150	472	SRR6246673	SRS2652853	GSM2837941	CD4+ T cell	wildtype	TH17,0.5hr,in vitro	0.5hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
80	SAMN07967569	SRX3353667	1185	481	SRR6246674	SRS2652854	GSM2837942	CD4+ T cell	wildtype	TH17,0hr,in vitro	0hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
80	SAMN07967568	SRX3353668	1343	553	SRR6246675	SRS2652856	GSM2837943	CD4+ T cell	wildtype	TH17,0hr,in vitro	0hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
80	SAMN07967567	SRX3353669	1559	678	SRR6246676	SRS2652855	GSM2837944	CD4+ T cell	wildtype	TH17,0hr,in vitro	0hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
80	SAMN07967566	SRX3353670	1769	767	SRR6246677	SRS2652857	GSM2837945	CD4+ T cell	wildtype	TH17,0hr,in vitro	0hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
80	SAMN07967565	SRX3353671	1195	513	SRR6246678	SRS2652858	GSM2837946	CD4+ T cell	wildtype	TH17,0hr,in vitro	0hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
80	SAMN07967564	SRX3353672	1258	525	SRR6246679	SRS2652859	GSM2837947	CD4+ T cell	wildtype	TH17,0hr,in vitro	0hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
80	SAMN07967563	SRX3353673	1473	631	SRR6246680	SRS2652860	GSM2837948	CD4+ T cell	wildtype	TH17,2hr,in vitro	2hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
80	SAMN07967562	SRX3353674	1478	626	SRR6246681	SRS2652861	GSM2837949	CD4+ T cell	wildtype	TH17,2hr,in vitro	2hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
80	SAMN07967561	SRX3353675	1445	610	SRR6246682	SRS2652862	GSM2837950	CD4+ T cell	wildtype	TH17,2hr,in vitro	2hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
80	SAMN07967560	SRX3353676	1368	563	SRR6246683	SRS2652863	GSM2837951	CD4+ T cell	wildtype	TH17,2hr,in vitro	2hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
80	SAMN07967559	SRX3353677	1336	549	SRR6246684	SRS2652864	GSM2837952	CD4+ T cell	wildtype	TH17,2hr,in vitro	2hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
80	SAMN07967558	SRX3353678	1419	580	SRR6246685	SRS2652866	GSM2837953	CD4+ T cell	wildtype	TH17,2hr,in vitro	2hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
80	SAMN07967557	SRX3353679	1380	578	SRR6246686	SRS2652867	GSM2837954	CD4+ T cell	wildtype	TH17,6hr,in vitro	6hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
80	SAMN07967556	SRX3353681	1485	627	SRR6246687	SRS2652868	GSM2837955	CD4+ T cell	wildtype	TH17,6hr,in vitro	6hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
80	SAMN07967555	SRX3353682	1666	698	SRR6246688	SRS2652869	GSM2837956	CD4+ T cell	wildtype	TH17,6hr,in vitro	6hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
80	SAMN07967554	SRX3353683	1724	703	SRR6246689	SRS2652870	GSM2837957	CD4+ T cell	wildtype	TH17,6hr,in vitro	6hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
80	SAMN07967553	SRX3353684	1270	525	SRR6246690	SRS2652871	GSM2837958	CD4+ T cell	wildtype	TH17,6hr,in vitro	6hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
80	SAMN07967547	SRX3353685	1724	703	SRR6246691	SRS2652872	GSM2837959	CD4+ T cell	wildtype	TH17,6hr,in vitro	6hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967552	SRX3353686	1686	1151	SRR6246692	SRS2652875	GSM2837960	CD4+ T cell	wildtype	TH1IL27,0.5hr,in vitro	0.5hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967551	SRX3353687	1879	1310	SRR6246693	SRS2652873	GSM2837961	CD4+ T cell	wildtype	TH1IL27,0.5hr,in vitro	0.5hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967550	SRX3353688	1563	1067	SRR6246694	SRS2652874	GSM2837962	CD4+ T cell	wildtype	TH1IL27,0hr,in vitro	0hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967549	SRX3353689	1413	974	SRR6246695	SRS2652876	GSM2837963	CD4+ T cell	wildtype	TH1IL27,0hr,in vitro	0hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967548	SRX3353690	1408	959	SRR6246696	SRS2652877	GSM2837964	CD4+ T cell	wildtype	TH1IL27,2hr,in vitro	2hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967595	SRX3353691	1398	970	SRR6246697	SRS2652878	GSM2837965	CD4+ T cell	wildtype	TH1IL27,6hr,in vitro	6hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967594	SRX3353692	1018	692	SRR6246698	SRS2652879	GSM2837966	CD4+ T cell	wildtype	TH1IL27,6hr,in vitro	6hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967593	SRX3353693	1325	912	SRR6246699	SRS2652880	GSM2837967	CD4+ T cell	wildtype	TH1IL27,6hr,in vitro	6hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967592	SRX3353694	1190	811	SRR6246700	SRS2652881	GSM2837968	CD4+ T cell	wildtype	TH2,0.5hr,in vitro	0.5hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967592	SRX3353694	1186	781	SRR6246701	SRS2652881	GSM2837968	CD4+ T cell	wildtype	TH2,0.5hr,in vitro	0.5hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967591	SRX3353695	1423	963	SRR6246702	SRS2652882	GSM2837969	CD4+ T cell	wildtype	TH2,0.5hr,in vitro	0.5hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967591	SRX3353695	1496	978	SRR6246703	SRS2652882	GSM2837969	CD4+ T cell	wildtype	TH2,0.5hr,in vitro	0.5hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967590	SRX3353696	1191	814	SRR6246704	SRS2652884	GSM2837970	CD4+ T cell	wildtype	TH2,0hr,in vitro	0hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967590	SRX3353696	1415	934	SRR6246705	SRS2652884	GSM2837970	CD4+ T cell	wildtype	TH2,0hr,in vitro	0hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967589	SRX3353697	1327	901	SRR6246706	SRS2652883	GSM2837971	CD4+ T cell	wildtype	TH2,0hr,in vitro	0hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967589	SRX3353697	1390	912	SRR6246707	SRS2652883	GSM2837971	CD4+ T cell	wildtype	TH2,0hr,in vitro	0hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967588	SRX3353698	1296	884	SRR6246708	SRS2652886	GSM2837972	CD4+ T cell	wildtype	TH2,2hr,in vitro	2hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967588	SRX3353698	1360	895	SRR6246709	SRS2652886	GSM2837972	CD4+ T cell	wildtype	TH2,2hr,in vitro	2hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967587	SRX3353699	1313	889	SRR6246710	SRS2652885	GSM2837973	CD4+ T cell	wildtype	TH2,2hr,in vitro	2hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967587	SRX3353699	1402	915	SRR6246711	SRS2652885	GSM2837973	CD4+ T cell	wildtype	TH2,2hr,in vitro	2hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967586	SRX3353700	1552	1057	SRR6246712	SRS2652887	GSM2837974	CD4+ T cell	wildtype	TH2,6hr,in vitro	6hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967585	SRX3353701	1218	826	SRR6246713	SRS2652888	GSM2837975	CD4+ T cell	wildtype	TH2,6hr,in vitro	6hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967585	SRX3353701	1447	945	SRR6246714	SRS2652888	GSM2837975	CD4+ T cell	wildtype	TH2,6hr,in vitro	6hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967584	SRX3353702	1219	836	SRR6246715	SRS2652889	GSM2837976	CD4+ T cell	wildtype	VitDex,0.5hr,in vitro	0.5hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967584	SRX3353702	1553	1025	SRR6246716	SRS2652889	GSM2837976	CD4+ T cell	wildtype	VitDex,0.5hr,in vitro	0.5hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967583	SRX3353703	2025	1383	SRR6246717	SRS2652890	GSM2837977	CD4+ T cell	wildtype	VitDex,0.5hr,in vitro	0.5hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967582	SRX3353704	2183	1479	SRR6246718	SRS2652892	GSM2837978	CD4+ T cell	wildtype	VitDex,0hr,in vitro	0hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967581	SRX3353705	1320	897	SRR6246719	SRS2652891	GSM2837979	CD4+ T cell	wildtype	VitDex,0hr,in vitro	0hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967580	SRX3353706	1370	936	SRR6246720	SRS2652893	GSM2837980	CD4+ T cell	wildtype	VitDex,2hr,in vitro	2hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967580	SRX3353706	1599	1053	SRR6246721	SRS2652893	GSM2837980	CD4+ T cell	wildtype	VitDex,2hr,in vitro	2hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967579	SRX3353707	1410	961	SRR6246722	SRS2652895	GSM2837981	CD4+ T cell	wildtype	VitDex,6hr,in vitro	6hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967578	SRX3353708	1571	1063	SRR6246723	SRS2652896	GSM2837982	CD4+ T cell	wildtype	VitDex,6hr,in vitro	6hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
75	SAMN07967577	SRX3353709	1322	899	SRR6246724	SRS2652897	GSM2837983	CD4+ T cell	wildtype	VitDex,6hr,in vitro	6hr	RNA-Seq	PRJNA416975	GEO	public	sra	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2017-11-02	Mus musculus	ILLUMINA	2018-02-08	SRP123627	C57BL/6	spleen
