Source Name,Comment[ENA_SAMPLE],Comment[BioSD_SAMPLE],Characteristics[organism],Characteristics[strain],Characteristics[age],Unit[time unit],Characteristics[genotype],Characteristics[disease],Characteristics[organism part],Characteristics[cell type],Characteristics[stimulus],Characteristics[individual],Material Type,Protocol REF,Protocol REF,Protocol REF,Protocol REF,Extract Name,Comment[LIBRARY_LAYOUT],Comment[LIBRARY_SELECTION],Comment[LIBRARY_SOURCE],Comment[LIBRARY_STRAND],Comment[LIBRARY_STRATEGY],Comment[NOMINAL_LENGTH],Comment[NOMINAL_SDEV],Protocol REF,Performer,Assay Name,Comment[technical replicate group],Technology Type,Comment[ENA_EXPERIMENT],Scan Name,Comment[SUBMITTED_FILE_NAME],Comment[ENA_RUN],Comment[FASTQ_URI],Comment[SPOT_LENGTH],Comment[READ_INDEX_1_BASE_COORD],Factor Value[organism],Factor Value[stimulus],Factor Value[time],Unit[time unit],Term Source REF,Term Accession Number
Human_Th0_6h_1,ERS2041564,SAMEA104423622,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 1,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_6h_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_6_16,group 25,sequencing assay,ERX2271413,19506_6_16_r1.fq.gz,19506_6_16_r1.fq.gz,ERR2217207,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/007/ERR2217207/ERR2217207_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),6,hour,EFO,UO_0000032
Human_Th0_6h_1,ERS2041564,SAMEA104423622,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 1,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_6h_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_6_16,group 25,sequencing assay,ERX2271413,19506_6_16_r2.fq.gz,19506_6_16_r2.fq.gz,ERR2217207,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/007/ERR2217207/ERR2217207_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),6,hour,EFO,UO_0000032
Human_Th0_6h_1,ERS2041564,SAMEA104423622,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 1,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_6h_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_7_16,group 25,sequencing assay,ERX2271413,19506_7_16_r1.fq.gz,19506_7_16_r1.fq.gz,ERR2217208,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/008/ERR2217208/ERR2217208_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),6,hour,EFO,UO_0000032
Human_Th0_6h_1,ERS2041564,SAMEA104423622,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 1,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_6h_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_7_16,group 25,sequencing assay,ERX2271413,19506_7_16_r2.fq.gz,19506_7_16_r2.fq.gz,ERR2217208,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/008/ERR2217208/ERR2217208_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),6,hour,EFO,UO_0000032
Human_Th0_6h_2,ERS2041565,SAMEA104423623,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_6h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_1_17,group 26,sequencing assay,ERX2271414,19480_1_17_r1.fq.gz,19480_1_17_r1.fq.gz,ERR2217209,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/009/ERR2217209/ERR2217209_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),6,hour,EFO,UO_0000032
Human_Th0_6h_2,ERS2041565,SAMEA104423623,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_6h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_1_17,group 26,sequencing assay,ERX2271414,19480_1_17_r2.fq.gz,19480_1_17_r2.fq.gz,ERR2217209,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/009/ERR2217209/ERR2217209_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),6,hour,EFO,UO_0000032
Human_Th0_6h_2,ERS2041565,SAMEA104423623,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_6h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_2_17,group 26,sequencing assay,ERX2271414,19480_2_17_r1.fq.gz,19480_2_17_r1.fq.gz,ERR2217210,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/000/ERR2217210/ERR2217210_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),6,hour,EFO,UO_0000032
Human_Th0_6h_2,ERS2041565,SAMEA104423623,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_6h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_2_17,group 26,sequencing assay,ERX2271414,19480_2_17_r2.fq.gz,19480_2_17_r2.fq.gz,ERR2217210,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/000/ERR2217210/ERR2217210_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),6,hour,EFO,UO_0000032
Human_Th0_6h_2,ERS2041565,SAMEA104423623,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_6h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_3_17,group 26,sequencing assay,ERX2271414,19480_3_17_r1.fq.gz,19480_3_17_r1.fq.gz,ERR2217211,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/001/ERR2217211/ERR2217211_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),6,hour,EFO,UO_0000032
Human_Th0_6h_2,ERS2041565,SAMEA104423623,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_6h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_3_17,group 26,sequencing assay,ERX2271414,19480_3_17_r2.fq.gz,19480_3_17_r2.fq.gz,ERR2217211,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/001/ERR2217211/ERR2217211_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),6,hour,EFO,UO_0000032
Human_Th0_6h_2,ERS2041565,SAMEA104423623,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_6h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_4_17,group 26,sequencing assay,ERX2271414,19480_4_17_r1.fq.gz,19480_4_17_r1.fq.gz,ERR2217212,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/002/ERR2217212/ERR2217212_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),6,hour,EFO,UO_0000032
Human_Th0_6h_2,ERS2041565,SAMEA104423623,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_6h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_4_17,group 26,sequencing assay,ERX2271414,19480_4_17_r2.fq.gz,19480_4_17_r2.fq.gz,ERR2217212,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/002/ERR2217212/ERR2217212_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),6,hour,EFO,UO_0000032
Human_Th0_6h_2,ERS2041565,SAMEA104423623,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_6h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_6_17,group 26,sequencing assay,ERX2271414,19506_6_17_r1.fq.gz,19506_6_17_r1.fq.gz,ERR2217213,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/003/ERR2217213/ERR2217213_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),6,hour,EFO,UO_0000032
Human_Th0_6h_2,ERS2041565,SAMEA104423623,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_6h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_6_17,group 26,sequencing assay,ERX2271414,19506_6_17_r2.fq.gz,19506_6_17_r2.fq.gz,ERR2217213,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/003/ERR2217213/ERR2217213_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),6,hour,EFO,UO_0000032
Human_Th0_6h_2,ERS2041565,SAMEA104423623,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_6h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_7_17,group 26,sequencing assay,ERX2271414,19506_7_17_r1.fq.gz,19506_7_17_r1.fq.gz,ERR2217214,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/004/ERR2217214/ERR2217214_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),6,hour,EFO,UO_0000032
Human_Th0_6h_2,ERS2041565,SAMEA104423623,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 2,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_6h_2,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_7_17,group 26,sequencing assay,ERX2271414,19506_7_17_r2.fq.gz,19506_7_17_r2.fq.gz,ERR2217214,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/004/ERR2217214/ERR2217214_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),6,hour,EFO,UO_0000032
Human_Th0_6h_3,ERS2041566,SAMEA104423624,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 3,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_6h_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_1_18,group 27,sequencing assay,ERX2271415,19480_1_18_r1.fq.gz,19480_1_18_r1.fq.gz,ERR2217215,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/005/ERR2217215/ERR2217215_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),6,hour,EFO,UO_0000032
Human_Th0_6h_3,ERS2041566,SAMEA104423624,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 3,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_6h_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_1_18,group 27,sequencing assay,ERX2271415,19480_1_18_r2.fq.gz,19480_1_18_r2.fq.gz,ERR2217215,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/005/ERR2217215/ERR2217215_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),6,hour,EFO,UO_0000032
Human_Th0_6h_3,ERS2041566,SAMEA104423624,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 3,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_6h_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_2_18,group 27,sequencing assay,ERX2271415,19480_2_18_r1.fq.gz,19480_2_18_r1.fq.gz,ERR2217216,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/006/ERR2217216/ERR2217216_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),6,hour,EFO,UO_0000032
Human_Th0_6h_3,ERS2041566,SAMEA104423624,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 3,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_6h_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_2_18,group 27,sequencing assay,ERX2271415,19480_2_18_r2.fq.gz,19480_2_18_r2.fq.gz,ERR2217216,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/006/ERR2217216/ERR2217216_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),6,hour,EFO,UO_0000032
Human_Th0_6h_3,ERS2041566,SAMEA104423624,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 3,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_6h_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_3_18,group 27,sequencing assay,ERX2271415,19480_3_18_r1.fq.gz,19480_3_18_r1.fq.gz,ERR2217217,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/007/ERR2217217/ERR2217217_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),6,hour,EFO,UO_0000032
Human_Th0_6h_3,ERS2041566,SAMEA104423624,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 3,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_6h_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_3_18,group 27,sequencing assay,ERX2271415,19480_3_18_r2.fq.gz,19480_3_18_r2.fq.gz,ERR2217217,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/007/ERR2217217/ERR2217217_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),6,hour,EFO,UO_0000032
Human_Th0_6h_3,ERS2041566,SAMEA104423624,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 3,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_6h_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_4_18,group 27,sequencing assay,ERX2271415,19480_4_18_r1.fq.gz,19480_4_18_r1.fq.gz,ERR2217218,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/008/ERR2217218/ERR2217218_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),6,hour,EFO,UO_0000032
Human_Th0_6h_3,ERS2041566,SAMEA104423624,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 3,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_6h_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_4_18,group 27,sequencing assay,ERX2271415,19480_4_18_r2.fq.gz,19480_4_18_r2.fq.gz,ERR2217218,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/008/ERR2217218/ERR2217218_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),6,hour,EFO,UO_0000032
Human_Th0_6h_3,ERS2041566,SAMEA104423624,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 3,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_6h_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_6_18,group 27,sequencing assay,ERX2271415,19506_6_18_r1.fq.gz,19506_6_18_r1.fq.gz,ERR2217219,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/009/ERR2217219/ERR2217219_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),6,hour,EFO,UO_0000032
Human_Th0_6h_3,ERS2041566,SAMEA104423624,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 3,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_6h_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_6_18,group 27,sequencing assay,ERX2271415,19506_6_18_r2.fq.gz,19506_6_18_r2.fq.gz,ERR2217219,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/009/ERR2217219/ERR2217219_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),6,hour,EFO,UO_0000032
Human_Th0_6h_3,ERS2041566,SAMEA104423624,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 3,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_6h_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_7_18,group 27,sequencing assay,ERX2271415,19506_7_18_r1.fq.gz,19506_7_18_r1.fq.gz,ERR2217220,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/000/ERR2217220/ERR2217220_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),6,hour,EFO,UO_0000032
Human_Th0_6h_3,ERS2041566,SAMEA104423624,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 3,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_6h_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19506_7_18,group 27,sequencing assay,ERX2271415,19506_7_18_r2.fq.gz,19506_7_18_r2.fq.gz,ERR2217220,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/000/ERR2217220/ERR2217220_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),6,hour,EFO,UO_0000032
Human_Th0_72h_1,ERS2041567,SAMEA104423625,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 1,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_72h_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_1_28,group 28,sequencing assay,ERX2271416,19480_1_28_r1.fq.gz,19480_1_28_r1.fq.gz,ERR2217221,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/001/ERR2217221/ERR2217221_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),72,hour,EFO,UO_0000032
Human_Th0_72h_1,ERS2041567,SAMEA104423625,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 1,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_72h_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_1_28,group 28,sequencing assay,ERX2271416,19480_1_28_r2.fq.gz,19480_1_28_r2.fq.gz,ERR2217221,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/001/ERR2217221/ERR2217221_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),72,hour,EFO,UO_0000032
Human_Th0_72h_1,ERS2041567,SAMEA104423625,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 1,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_72h_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_2_28,group 28,sequencing assay,ERX2271416,19480_2_28_r1.fq.gz,19480_2_28_r1.fq.gz,ERR2217222,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/002/ERR2217222/ERR2217222_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),72,hour,EFO,UO_0000032
Human_Th0_72h_1,ERS2041567,SAMEA104423625,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 1,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_72h_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_2_28,group 28,sequencing assay,ERX2271416,19480_2_28_r2.fq.gz,19480_2_28_r2.fq.gz,ERR2217222,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/002/ERR2217222/ERR2217222_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),72,hour,EFO,UO_0000032
Human_Th0_72h_1,ERS2041567,SAMEA104423625,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 1,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_72h_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_3_28,group 28,sequencing assay,ERX2271416,19480_3_28_r1.fq.gz,19480_3_28_r1.fq.gz,ERR2217223,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/003/ERR2217223/ERR2217223_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),72,hour,EFO,UO_0000032
Human_Th0_72h_1,ERS2041567,SAMEA104423625,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 1,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_72h_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_3_28,group 28,sequencing assay,ERX2271416,19480_3_28_r2.fq.gz,19480_3_28_r2.fq.gz,ERR2217223,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/003/ERR2217223/ERR2217223_2.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),72,hour,EFO,UO_0000032
Human_Th0_72h_1,ERS2041567,SAMEA104423625,Homo sapiens,not applicable,0,day,not applicable,normal,umbilical cord blood,T-helper 0 cell,anti-CD28 (500 nanogram per milliliter),donor pool 1,cell,P-MTAB-70152,P-MTAB-70157,P-MTAB-70153,P-MTAB-70154,Human_Th0_72h_1,PAIRED,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,300,50,P-MTAB-70155,SC,19480_4_28,group 28,sequencing assay,ERX2271416,19480_4_28_r1.fq.gz,19480_4_28_r1.fq.gz,ERR2217224,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR221/004/ERR2217224/ERR2217224_1.fastq.gz,250,126,Homo sapiens,anti-CD28 (500 nanogram per milliliter),72,hour,EFO,UO_0000032
